date,count
"2024-05-29 00:03:32",9
"2024-05-29 00:08:33",9
"2024-05-29 00:13:33",7
"2024-05-29 00:18:34",7
"2024-05-29 00:23:37",7
"2024-05-29 00:28:38",7
"2024-05-29 00:33:38",6
"2024-05-29 00:38:39",6
"2024-05-29 00:43:40",6
"2024-05-29 00:48:41",6
"2024-05-29 00:53:44",6
"2024-05-29 00:58:45",6
"2024-05-29 01:03:46",5
"2024-05-29 01:08:47",5
"2024-05-29 01:13:47",5
"2024-05-29 01:18:48",6
"2024-05-29 01:23:51",6
"2024-05-29 01:28:52",6
"2024-05-29 01:33:52",7
"2024-05-29 01:38:53",7
"2024-05-29 01:43:54",7
"2024-05-29 01:48:55",7
"2024-05-29 01:53:57",8
"2024-05-29 01:58:58",9
"2024-05-29 02:03:59",11
"2024-05-29 02:08:59",13
"2024-05-29 02:14:00",13
"2024-05-29 02:19:01",13
"2024-05-29 02:24:04",12
"2024-05-29 02:29:05",12
"2024-05-29 02:34:06",12
"2024-05-29 02:39:07",14
"2024-05-29 02:44:07",14
"2024-05-29 02:49:08",14
"2024-05-29 02:54:11",14
"2024-05-29 02:59:12",14
"2024-05-29 03:04:13",12
"2024-05-29 03:09:13",12
"2024-05-29 03:14:14",12
"2024-05-29 03:19:15",13
"2024-05-29 03:24:18",12
"2024-05-29 03:29:19",14
"2024-05-29 03:34:20",17
"2024-05-29 03:39:20",17
"2024-05-29 03:44:21",18
"2024-05-29 03:49:22",19
"2024-05-29 03:54:25",19
"2024-05-29 03:59:26",20
"2024-05-29 04:04:26",22
"2024-05-29 04:09:27",22
"2024-05-29 04:14:28",22
"2024-05-29 04:19:29",22
"2024-05-29 04:24:32",24
"2024-05-29 04:29:33",26
"2024-05-29 04:34:33",27
"2024-05-29 04:39:34",28
"2024-05-29 04:44:35",31
"2024-05-29 04:49:36",34
"2024-05-29 04:54:39",37
"2024-05-29 04:59:39",42
"2024-05-29 05:04:40",46
"2024-05-29 05:09:41",48
"2024-05-29 05:14:42",49
"2024-05-29 05:19:42",53
"2024-05-29 05:24:46",56
"2024-05-29 05:29:46",58
"2024-05-29 05:34:47",60
"2024-05-29 05:39:48",66
"2024-05-29 05:44:48",64
"2024-05-29 05:49:49",61
"2024-05-29 05:54:52",61
"2024-05-29 05:59:53",59
"2024-05-29 06:04:54",65
"2024-05-29 06:09:55",67
"2024-05-29 06:14:55",66
"2024-05-29 06:19:56",63
"2024-05-29 06:24:59",62
"2024-05-29 06:30:00",60
"2024-05-29 06:35:01",58
"2024-05-29 06:40:02",54
"2024-05-29 06:45:03",54
"2024-05-29 06:50:03",49
"2024-05-29 06:55:06",46
"2024-05-29 07:00:07",47
"2024-05-29 07:05:08",46
"2024-05-29 07:10:09",50
"2024-05-29 07:15:10",55
"2024-05-29 07:20:11",56
"2024-05-29 07:25:14",57
"2024-05-29 07:30:15",55
"2024-05-29 07:35:16",55
"2024-05-29 07:40:16",55
"2024-05-29 07:45:17",57
"2024-05-29 07:50:18",59
"2024-05-29 07:55:21",61
"2024-05-29 08:00:22",65
"2024-05-29 08:05:23",65
"2024-05-29 08:10:24",63
"2024-05-29 08:15:26",65
"2024-05-29 08:20:27",60
"2024-05-29 08:25:30",53
"2024-05-29 08:30:32",52
"2024-05-29 08:35:33",56
"2024-05-29 08:40:34",53
"2024-05-29 08:45:35",53
"2024-05-29 08:50:36",53
"2024-05-29 08:55:40",54
"2024-05-29 09:00:41",56
"2024-05-29 09:05:42",59
"2024-05-29 09:10:43",62
"2024-05-29 09:15:44",61
"2024-05-29 09:20:45",63
"2024-05-29 09:25:49",63
"2024-05-29 09:30:50",65
"2024-05-29 09:35:51",67
"2024-05-29 09:40:52",64
"2024-05-29 09:45:53",64
"2024-05-29 09:50:54",69
"2024-05-29 09:55:58",69
"2024-05-29 10:00:59",71
"2024-05-29 10:06:00",75
"2024-05-29 10:11:01",76
"2024-05-29 10:16:02",76
"2024-05-29 10:21:04",75
"2024-05-29 10:26:07",77
"2024-05-29 10:31:08",71
"2024-05-29 10:36:10",72
"2024-05-29 10:41:11",70
"2024-05-29 10:46:12",73
"2024-05-29 10:51:14",73
"2024-05-29 10:56:18",69
"2024-05-29 11:01:19",71
"2024-05-29 11:06:20",68
"2024-05-29 11:11:22",69
"2024-05-29 11:16:23",65
"2024-05-29 11:21:24",61
"2024-05-29 11:26:27",66
"2024-05-29 11:31:28",64
"2024-05-29 11:36:29",62
"2024-05-29 11:41:30",62
"2024-05-29 11:46:31",59
"2024-05-29 11:51:33",61
"2024-05-29 11:56:37",62
"2024-05-29 12:01:38",65
"2024-05-29 12:06:39",66
"2024-05-29 12:11:40",67
"2024-05-29 12:16:42",63
"2024-05-29 12:21:43",61
"2024-05-29 12:26:46",62
"2024-05-29 12:31:48",66
"2024-05-29 12:36:49",63
"2024-05-29 12:41:49",64
"2024-05-29 12:46:51",66
"2024-05-29 12:51:51",71
"2024-05-29 12:56:55",66
"2024-05-29 13:01:56",66
"2024-05-29 13:06:57",72
"2024-05-29 13:11:58",71
"2024-05-29 13:16:59",67
"2024-05-29 13:22:01",69
"2024-05-29 13:27:06",69
"2024-05-29 13:32:07",72
"2024-05-29 13:37:08",78
"2024-05-29 13:42:09",79
"2024-05-29 13:47:11",87
"2024-05-29 13:52:12",89
"2024-05-29 13:57:16",95
"2024-05-29 14:02:17",100
"2024-05-29 14:07:18",99
"2024-05-29 14:12:19",97
"2024-05-29 14:17:22",97
"2024-05-29 14:22:23",93
"2024-05-29 14:27:27",94
"2024-05-29 14:32:28",97
"2024-05-29 14:37:29",90
"2024-05-29 14:42:30",87
"2024-05-29 14:47:32",99
"2024-05-29 14:52:33",98
"2024-05-29 14:57:37",102
"2024-05-29 15:02:38",100
"2024-05-29 15:07:39",107
"2024-05-29 15:12:40",115
"2024-05-29 15:17:42",125
"2024-05-29 15:22:43",144
"2024-05-29 15:27:47",144
"2024-05-29 15:32:48",147
"2024-05-29 15:37:49",151
"2024-05-29 15:42:50",150
"2024-05-29 15:47:51",151
"2024-05-29 15:52:53",153
"2024-05-29 15:57:56",166
"2024-05-29 16:02:57",172
"2024-05-29 16:07:58",170
"2024-05-29 16:12:59",175
"2024-05-29 16:18:01",185
"2024-05-29 16:23:02",204
"2024-05-29 16:28:06",209
"2024-05-29 16:33:07",215
"2024-05-29 16:38:08",206
"2024-05-29 16:43:10",204
"2024-05-29 16:48:11",208
"2024-05-29 16:53:12",204
"2024-05-29 16:58:16",196
"2024-05-29 17:03:17",191
"2024-05-29 17:08:19",185
"2024-05-29 17:13:20",177
"2024-05-29 17:18:21",176
"2024-05-29 17:23:22",175
"2024-05-29 17:28:26",151
"2024-05-29 17:33:27",138
"2024-05-29 17:38:28",132
"2024-05-29 17:43:29",125
"2024-05-29 17:48:30",120
"2024-05-29 17:53:31",122
"2024-05-29 17:58:35",118
"2024-05-29 18:03:36",117
"2024-05-29 18:08:37",117
"2024-05-29 18:13:38",122
"2024-05-29 18:18:39",122
"2024-05-29 18:23:40",127
"2024-05-29 18:28:44",127
"2024-05-29 18:33:45",130
"2024-05-29 18:38:46",133
"2024-05-29 18:43:47",133
"2024-05-29 18:48:48",138
"2024-05-29 18:53:49",141
"2024-05-29 18:58:52",139
"2024-05-29 19:03:53",139
"2024-05-29 19:08:54",135
"2024-05-29 19:13:55",129
"2024-05-29 19:18:56",131
"2024-05-29 19:23:57",131
"2024-05-29 19:29:01",129
"2024-05-29 19:34:02",129
"2024-05-29 19:39:03",111
"2024-05-29 19:44:04",106
"2024-05-29 19:49:05",106
"2024-05-29 19:54:06",112
"2024-05-29 19:59:10",104
"2024-05-29 20:04:11",98
"2024-05-29 20:09:13",97
"2024-05-29 20:14:14",91
"2024-05-29 20:19:15",87
"2024-05-29 20:24:16",83
"2024-05-29 20:29:20",78
"2024-05-29 20:34:21",78
"2024-05-29 20:39:22",71
"2024-05-29 20:44:23",64
"2024-05-29 20:49:25",62
"2024-05-29 20:54:26",59
"2024-05-29 20:59:29",56
"2024-05-29 21:04:30",53
"2024-05-29 21:09:31",48
"2024-05-29 21:14:32",46
"2024-05-29 21:19:33",39
"2024-05-29 21:24:34",43
"2024-05-29 21:29:38",40
"2024-05-29 21:34:39",40
"2024-05-29 21:39:39",39
"2024-05-29 21:44:40",39
"2024-05-29 21:49:41",38
"2024-05-29 21:54:42",36
"2024-05-29 21:59:45",33
"2024-05-29 22:04:46",32
"2024-05-29 22:09:46",30
"2024-05-29 22:14:47",29
"2024-05-29 22:19:48",27
"2024-05-29 22:24:49",28
"2024-05-29 22:29:51",27
"2024-05-29 22:34:52",26
"2024-05-29 22:39:53",22
"2024-05-29 22:44:54",19
"2024-05-29 22:49:54",18
"2024-05-29 22:54:55",18
"2024-05-29 22:59:58",19
"2024-05-29 23:04:59",20
"2024-05-29 23:10:00",19
"2024-05-29 23:15:01",20
"2024-05-29 23:20:02",22
"2024-05-29 23:25:02",22
"2024-05-29 23:30:06",20
"2024-05-29 23:35:06",19
"2024-05-29 23:40:07",21
"2024-05-29 23:45:08",19
"2024-05-29 23:50:09",19
"2024-05-29 23:55:09",19
