date,count
"2024-06-06 00:02:08",17
"2024-06-06 00:07:11",16
"2024-06-06 00:12:12",16
"2024-06-06 00:17:19",16
"2024-06-06 00:22:20",14
"2024-06-06 00:27:21",14
"2024-06-06 00:32:22",14
"2024-06-06 00:37:22",14
"2024-06-06 00:42:23",14
"2024-06-06 00:47:27",14
"2024-06-06 00:52:27",14
"2024-06-06 00:57:28",14
"2024-06-06 01:02:29",14
"2024-06-06 01:07:30",14
"2024-06-06 01:12:31",13
"2024-06-06 01:17:34",4
"2024-06-06 01:22:35",4
"2024-06-06 01:27:35",4
"2024-06-06 01:32:36",4
"2024-06-06 01:37:37",4
"2024-06-06 01:42:38",4
"2024-06-06 01:47:41",4
"2024-06-06 01:52:42",4
"2024-06-06 01:57:43",5
"2024-06-06 02:02:43",5
"2024-06-06 02:07:44",5
"2024-06-06 02:12:45",6
"2024-06-06 02:17:48",8
"2024-06-06 02:22:49",8
"2024-06-06 02:27:49",8
"2024-06-06 02:32:50",8
"2024-06-06 02:37:51",9
"2024-06-06 02:42:52",10
"2024-06-06 02:47:55",11
"2024-06-06 02:52:55",12
"2024-06-06 02:57:56",13
"2024-06-06 03:02:57",14
"2024-06-06 03:07:58",14
"2024-06-06 03:12:59",14
"2024-06-06 03:18:02",17
"2024-06-06 03:23:03",19
"2024-06-06 03:28:03",19
"2024-06-06 03:33:04",21
"2024-06-06 03:38:05",25
"2024-06-06 03:43:06",27
"2024-06-06 03:48:09",27
"2024-06-06 03:53:09",28
"2024-06-06 03:58:10",30
"2024-06-06 04:03:11",30
"2024-06-06 04:08:12",32
"2024-06-06 04:13:13",38
"2024-06-06 04:18:16",39
"2024-06-06 04:23:16",37
"2024-06-06 04:28:17",38
"2024-06-06 04:33:18",39
"2024-06-06 04:38:19",37
"2024-06-06 04:43:20",33
"2024-06-06 04:48:23",37
"2024-06-06 04:53:25",37
"2024-06-06 04:58:26",36
"2024-06-06 05:03:26",35
"2024-06-06 05:08:27",35
"2024-06-06 05:13:28",37
"2024-06-06 05:18:31",35
"2024-06-06 05:23:32",34
"2024-06-06 05:28:32",36
"2024-06-06 05:33:33",38
"2024-06-06 05:38:34",36
"2024-06-06 05:43:35",39
"2024-06-06 05:48:38",38
"2024-06-06 05:53:38",39
"2024-06-06 05:58:39",41
"2024-06-06 06:03:40",45
"2024-06-06 06:08:46",46
"2024-06-06 06:13:46",45
"2024-06-06 06:18:50",44
"2024-06-06 06:23:50",43
"2024-06-06 06:28:51",42
"2024-06-06 06:33:52",42
"2024-06-06 06:38:53",44
"2024-06-06 06:43:54",44
"2024-06-06 06:48:57",44
"2024-06-06 06:53:58",48
"2024-06-06 06:58:59",53
"2024-06-06 07:04:00",51
"2024-06-06 07:09:00",47
"2024-06-06 07:14:01",49
"2024-06-06 07:19:04",48
"2024-06-06 07:24:05",50
"2024-06-06 07:29:06",47
"2024-06-06 07:34:07",52
"2024-06-06 07:39:08",48
"2024-06-06 07:44:08",51
"2024-06-06 07:49:11",53
"2024-06-06 07:54:12",53
"2024-06-06 07:59:13",58
