date,count
"2024-06-04 00:03:45",20
"2024-06-04 00:08:45",19
"2024-06-04 00:13:46",19
"2024-06-04 00:18:47",19
"2024-06-04 00:23:48",19
"2024-06-04 00:28:48",18
"2024-06-04 00:33:53",18
"2024-06-04 00:38:54",20
"2024-06-04 00:43:54",20
"2024-06-04 00:48:55",20
"2024-06-04 00:53:56",20
"2024-06-04 00:58:57",20
"2024-06-04 01:04:00",20
"2024-06-04 01:09:01",20
"2024-06-04 01:14:01",20
"2024-06-04 01:19:02",20
"2024-06-04 01:24:03",20
"2024-06-04 01:29:04",20
"2024-06-04 01:34:08",20
"2024-06-04 01:39:09",20
"2024-06-04 01:44:10",21
"2024-06-04 01:49:10",21
"2024-06-04 01:54:11",20
"2024-06-04 01:59:12",20
"2024-06-04 02:04:15",20
"2024-06-04 02:09:16",21
"2024-06-04 02:14:17",21
"2024-06-04 02:19:17",21
"2024-06-04 02:24:18",23
"2024-06-04 02:29:19",25
"2024-06-04 02:34:22",26
"2024-06-04 02:39:23",27
"2024-06-04 02:44:24",27
"2024-06-04 02:49:24",27
"2024-06-04 02:54:25",27
"2024-06-04 02:59:26",29
"2024-06-04 03:04:29",29
"2024-06-04 03:09:30",30
"2024-06-04 03:14:31",30
"2024-06-04 03:19:31",31
"2024-06-04 03:24:32",31
"2024-06-04 03:29:33",36
"2024-06-04 03:34:36",40
"2024-06-04 03:39:37",40
"2024-06-04 03:44:38",42
"2024-06-04 03:49:38",42
"2024-06-04 03:54:39",45
"2024-06-04 03:59:40",48
"2024-06-04 04:04:43",51
"2024-06-04 04:09:44",49
"2024-06-04 04:14:44",51
"2024-06-04 04:19:45",52
"2024-06-04 04:24:46",54
"2024-06-04 04:29:47",53
"2024-06-04 04:34:50",51
"2024-06-04 04:39:50",38
"2024-06-04 04:44:51",37
"2024-06-04 04:49:52",39
"2024-06-04 04:54:53",42
"2024-06-04 04:59:54",42
"2024-06-04 05:04:56",45
"2024-06-04 05:09:57",49
"2024-06-04 05:14:58",52
"2024-06-04 05:19:59",53
"2024-06-04 05:24:59",54
"2024-06-04 05:30:00",51
"2024-06-04 05:35:05",55
"2024-06-04 05:40:06",59
"2024-06-04 05:45:06",61
"2024-06-04 05:50:07",60
"2024-06-04 05:55:08",58
"2024-06-04 06:00:09",62
"2024-06-04 06:05:12",60
"2024-06-04 06:10:13",59
"2024-06-04 06:15:14",56
"2024-06-04 06:20:15",52
"2024-06-04 06:25:16",48
"2024-06-04 06:30:16",48
"2024-06-04 06:35:19",46
"2024-06-04 06:40:20",45
